ID;AgnosDirec;AgnosEmpleo;DeudaExt;DeudaInt;Edad;Ingreso;Ingreso2;Nacionalidad;NivelEdu;VarObj
101506;7;9;4564,62;660,28;45;43263,42;29182,80008;N;SupInc;N
101507;1;1;2181,23;815,70;23;29541,17;22914,55504;N;Med;S
101508;2;6;1865,02;1108,02;26;29659,96;23933,40239;N;SupCom;N
101509;1;1;1113,41;232,50;31;31484,40;29316,1889;N;SupCom;N
101510;10;8;1769,51;378,30;29;46100,62;33125,46965;N;SupInc;N
101511;5;7;3129,18;935,56;33;41697,87;37692,20752;N;Posg;S
101512;7;7;3144,02;797,11;43;33920,23;27439,53506;N;SupCom;N
101513;5;11;2663,96;1564,40;38;40170,82;36010,34801;N;SupInc;N
101514;2;7;1300,60;292,57;29;29254,26;27111,33544;N;Bas;N
101515;9;24;4414,55;1050,36;62;132155,59;127015,1428;N;SupCom;N
101516;27;13;9212,97;2064,07;56;116655,48;85579,62378;N;SupCom;N
101517;14;10;3514,49;427,65;48;73067,19;71864,84948;N;SupCom;N
101518;1;2;1426,35;83,09;33;26746,08;26557,07659;N;SupInc;N
101519;1;3;807,28;215,67;32;34693,38;24367,31165;N;Posg;N
101520;2;0;474,06;607,28;21;17214,15;11953,62615;N;SupInc;S
101521;5;1;2742,53;2605,36;30;45956,13;45049,12781;N;Bas;S
101522;2;4;1139,20;254,43;42;32744,97;22259,28852;N;SupInc;N
101523;16;3;1743,69;759,06;29;60650,62;55174,71441;N;SupCom;N
101524;17;24;17205,17;13701,04;42;113610,07;80411,89393;N;SupCom;N
101525;5;8;2017,34;3572,51;46;108848,66;108683,84;N;SupCom;N
101526;7;10;3646,94;2116,46;33;65727,49;57111,34587;N;SupCom;N
101527;11;15;1386,70;632,24;41;59980,70;54546,13358;N;SupCom;N
101528;10;19;6387,70;1931,54;41;121860,85;104785,0566;N;SupCom;N
101529;25;21;3189,32;268,97;40;48632,35;44752,96221;N;SupCom;N
101530;11;1;2895,70;250,52;35;29829,51;27320,84012;N;Med;N
101531;13;3;3940,18;6484,95;43;65769,19;53235,85947;N;SupInc;S
101532;0;0;579,71;74,52;28;34565,05;27463,51729;N;SupCom;N
101533;6;2;619,47;150,04;21;24988,73;17762,57567;N;SupCom;N
101534;38;29;12478,79;7878,02;47;269970,35;237948,8015;N;SupInc;N
101535;3;9;3176,23;356,11;27;36330,83;25750,92377;N;SupCom;N
101536;0;3;614,19;46,80;40;13146,74;11731,29042;N;SupInc;N
101537;9;8;1827,72;770,51;41;71983,25;65439,68857;N;SupCom;N
101538;5;19;24498,07;2604,78;37;174196,15;121195,9145;N;SupCom;N
101539;7;6;478,76;374,51;42;54590,68;37060,69011;N;SupInc;N
101540;1;2;319,57;113,33;41;47167,54;33101,90306;N;Bas;N
101541;1;3;346,60;688,13;33;32429,69;24348,67494;N;SupCom;N
101542;19;11;567,01;280,73;59;34489,79;31558,25579;N;SupInc;N
101543;13;8;1704,05;1357,77;48;30281,88;21561,56678;N;SupInc;N
101544;1;1;263,53;275,32;30;10629,22;9154,08219;N;SupInc;N
101545;2;2;2370,19;718,23;38;72160,36;69347,18049;N;Med;N
101546;22;16;4276,36;1286,69;37;39739,00;30276,40839;N;Med;N
101547;3;8;16065,07;1692,81;38;97228,98;88562,47665;N;Med;N
101548;9;1;14113,40;2537,61;19;173683,45;145382,9851;N;SupCom;N
101549;14;13;4879,28;1116,06;31;71714,21;52669,57453;N;SupCom;N
101550;0;0;332,32;730,44;20;21203,46;20659,82111;N;SupInc;S
101551;1;2;498,79;264,89;24;24907,55;19788,41174;N;SupCom;S
101552;0;0;722,24;356,52;25;41542,71;33726,04502;N;SupInc;N
101553;1;3;1420,75;687,52;24;51782,62;49815,32351;N;SupInc;S
101554;3;2;22358,75;2269,47;20;103470,65;94806,61206;N;SupInc;N
101555;0;1;2258,94;411,20;30;64596,56;62374,36053;N;SupCom;N
101556;0;3;603,95;172,73;31;31451,31;25114,49562;N;SupInc;N
101557;2;3;1192,13;495,55;23;37570,73;32785,08419;N;SupCom;N
101558;17;7;23917,09;5381,41;38;191214,76;175222,4456;N;SupInc;N
101559;13;10;2699,68;1038,45;46;71619,17;66859,89779;N;Posg;N
101560;14;16;27164,86;45258,45;50;162907,74;156753,0993;N;SupInc;S
101561;0;0;1996,53;373,39;26;16119,35;15573,98753;N;SupCom;N
101562;11;14;23516,83;21829,34;35;382067,69;350587,3152;N;Bas;N
101563;2;4;1746,26;936,90;38;44885,82;37416,72437;N;SupCom;N
101564;1;4;736,67;227,77;48;46523,58;33693,70704;N;SupCom;N
101565;5;11;4852,43;4104,27;44;95763,71;75461,79538;N;SupInc;N
101566;1;2;105,85;107,21;55;8262,87;6203,241641;N;SupInc;N
101567;11;12;28761,79;4870,93;50;123537,87;118123,9528;N;Med;N
101568;1;3;488,39;241,31;27;16477,76;11472,72151;N;Posg;N
101569;6;3;1576,06;634,22;31;40677,30;34466,67629;N;SupCom;N
101570;3;3;839,52;1064,52;34;16335,31;11409,54332;N;SupInc;N
101571;10;12;1202,72;285,20;38;19314,09;13095,00208;N;SupCom;N
101572;13;4;2342,92;483,97;35;119031,03;94252,46027;N;SupInc;N
101573;1;3;2265,80;967,77;29;26767,08;25459,25674;N;SupInc;S
101574;6;4;2871,64;412,05;43;24117,29;22877,34743;N;SupCom;N
101575;1;1;648,04;455,13;34;19792,62;17138,71681;N;SupInc;S
101576;4;3;3049,61;2193,59;21;61156,58;52206,00296;N;Med;N
101577;23;17;25536,01;41868,07;60;114444,27;108988,2012;N;Med;S
101578;8;6;4351,95;490,19;51;53344,86;45421,53346;N;Med;N
101579;8;4;561,53;650,00;40;43648,69;32689,65167;N;SupCom;N
101580;16;37;53178,79;17846,08;55;163848,99;137711,089;N;Med;N
101581;4;5;1291,02;361,62;39;45293,44;38687,12353;N;SupInc;N
101582;3;4;1989,57;494,23;40;47011,26;34022,01227;N;SupCom;N
101583;1;1;1545,43;569,01;20;25134,72;22908,68554;N;SupCom;S
101584;9;7;1917,26;1031,04;25;51431,26;44995,29928;N;SupInc;N
101585;9;12;1522,80;783,48;45;32218,58;31866,21701;N;Med;N
101586;3;3;2922,74;2911,70;31;56927,55;47449,06438;N;SupCom;S
101587;8;14;1674,81;565,24;39;93183,63;90670,86645;N;Med;N
101588;2;12;1339,01;2358,12;47;102110,79;69024,82222;N;Med;N
101589;2;1;1032,74;608,55;29;25080,47;21117,24135;N;SupInc;S
101590;11;12;1778,44;607,48;43;101825,30;82016,27352;N;SupCom;N
101591;10;11;16766,84;3670,54;44;78548,36;53943,42827;N;Med;N
101592;14;1;1866,79;2117,41;19;51177,87;35511,35586;N;SupInc;N
101593;1;3;3502,83;548,42;29;70149,11;67229,58383;N;Med;N
101594;6;15;3491,39;1623,73;33;66948,53;53928,58335;N;SupCom;N
101595;1;1;2405,66;1674,25;26;43291,48;31335,20681;N;SupCom;S
101596;10;2;1975,30;1139,31;23;24761,71;17814,67225;N;SupInc;N
101597;23;5;9180,46;7484,25;23;64757,06;58965,26451;N;Med;N
101598;6;3;2561,19;3403,74;34;27525,62;25055,22029;N;SupInc;S
101599;6;3;572,92;615,28;36;74138,46;72698,77548;N;SupCom;N
101600;8;8;3120,87;1375,57;51;114535,00;93316,11878;N;SupInc;N
101601;3;4;7375,12;3891,27;37;50613,58;45541,81248;N;SupInc;S
101602;17;4;1057,17;1222,66;22;52059,52;42856,92993;N;Bas;N
101603;12;6;4165,29;1099,59;44;22943,88;19872,46244;N;SupCom;S
101604;6;2;685,72;279,29;20;40383,00;30473,43186;N;SupInc;N
101605;1;0;1163,06;592,97;21;16029,11;15867,35223;N;SupCom;S
101606;4;5;2058,61;2011,65;25;58901,18;39700,84326;N;SupCom;S
101607;13;13;17796,25;1955,88;43;59686,70;42349,42401;N;Bas;N
101608;0;8;1565,84;2339,65;32;71685,63;69126,19358;N;Posg;N
101609;16;11;2981,02;610,54;50;37143,25;32681,19675;N;SupInc;N
101610;7;7;310,98;694,70;41;25724,50;17336,28146;N;SupCom;N
101611;1;0;1670,93;462,41;26;21960,64;16210,13241;N;Med;S
101612;6;4;5986,36;6409,95;45;103894,07;78679,71023;N;SupCom;S
101613;10;8;3386,78;6553,64;38;57072,34;54119,3159;N;SupInc;S
101614;3;2;2715,99;780,58;36;39407,47;27529,22297;N;SupInc;N
101615;1;6;343,97;240,54;35;36451,70;30483,69259;N;Med;N
101616;2;2;998,72;438,08;31;22073,62;17174,98527;N;SupCom;N
101617;4;3;2090,37;915,61;34;30897,05;21468,93555;N;Med;N
101618;1;1;1334,67;2006,53;24;22134,05;20705,68451;N;Bas;S
101619;5;17;6042,98;9681,90;35;87663,70;78843,06217;N;SupCom;N
101620;15;7;22331,16;15294,84;51;97815,41;94034,84576;N;SupInc;S
101621;1;1;136,17;133,99;33;19426,07;13754,0297;N;Med;N
101622;9;16;2086,95;1768,69;40;60568,30;45985,91794;N;Posg;N
101623;11;7;1383,55;288,17;54;33541,45;30265,4684;N;Posg;N
101624;1;1;369,58;402,86;21;35086,33;30466,30474;N;SupInc;N
101625;22;4;2676,03;924,50;22;35317,71;32220,59268;N;Med;N
101626;13;10;1337,79;1842,62;42;38813,54;28498,58434;N;SupCom;N
101627;2;0;177,43;19,47;37;8463,85;7446,79366;N;Posg;N
101628;1;1;365,86;88,01;30;31108,31;28687,7567;N;SupCom;N
101629;0;0;292,16;53,91;42;5493,39;3974,619544;N;Bas;N
101630;6;7;6879,88;842,66;37;32121,44;27175,66478;N;SupInc;N
101631;6;14;14645,65;3578,82;32;195003,46;133866,9932;N;SupInc;N
101632;2;2;577,08;130,48;44;17038,94;16641,10547;N;Bas;N
101633;2;1;1048,93;1763,69;23;23821,90;18279,32851;N;Bas;S
101634;4;2;1691,32;848,09;29;29630,54;19884,35606;N;Bas;S
101635;2;1;2576,51;390,68;20;22164,76;19824,53278;N;SupInc;N
101636;0;0;208,47;108,13;28;28783,20;23729,44163;N;SupCom;N
101637;4;13;7485,28;6669,00;32;98197,76;73248,09899;N;SupCom;N
101638;3;11;2523,42;1679,07;33;71293,37;60451,19114;N;SupInc;S
101639;6;2;1685,81;500,43;41;34129,96;30314,2418;N;SupCom;S
101640;8;4;4236,49;1448,23;39;99279,08;93665,20168;N;Posg;N
101641;7;8;695,48;348,28;42;36705,84;26350,69788;N;Bas;N
101642;1;0;1769,24;418,35;20;27949,52;27624,59317;N;SupCom;S
101643;2;6;5046,60;1659,32;32;52011,69;41102,5023;N;SupInc;S
101644;15;13;7552,67;3248,61;31;62487,93;59924,72395;N;Med;N
101645;11;2;1183,43;312,86;40;24549,00;20059,74525;N;SupCom;N
101646;2;4;2659,25;1479,99;29;81400,53;72757,39494;N;Med;N
101647;5;1;930,02;387,77;27;18413,81;17331,62816;N;SupInc;S
101648;1;4;2218,55;597,86;37;54474,70;51848,4695;N;SupCom;N
101649;3;9;1017,87;385,07;46;27238,36;18573,52459;N;Med;N
101650;15;5;1202,37;1023,08;23;67903,09;49431,96022;N;Posg;N
101651;2;9;2025,03;1141,57;47;33893,74;30842,99217;N;SupCom;N
101652;0;4;2826,30;1513,07;25;54294,73;39192,42323;N;Med;N
101653;4;2;650,38;134,11;62;19595,05;15234,73654;N;SupCom;N
101654;6;1;538,04;96,33;30;19805,46;14755,53428;N;Med;N
101655;7;7;2820,47;1160,49;46;67082,35;48024,72467;N;Med;N
101656;18;3;2319,37;285,70;43;64918,30;51523,93447;N;Med;N
101657;1;1;2185,52;2202,71;23;45756,46;32442,80783;N;Posg;S
101658;6;2;4393,76;5819,23;43;40687,51;37610,67398;N;SupInc;S
101659;24;14;14731,00;6485,54;32;115575,43;81461,66247;N;SupInc;N
101660;5;9;1445,32;2229,41;41;77270,40;66071,14178;N;Med;N
101661;0;0;1044,56;133,81;35;16077,06;13271,45725;N;SupInc;N
101662;21;10;1989,82;501,71;50;46427,10;41292,79094;N;SupCom;N
101663;5;10;1681,72;274,35;38;32012,88;30414,59083;N;SupCom;N
101664;4;9;4946,30;1374,55;50;36480,68;26277,61736;N;Med;N
101665;15;14;47375,59;26193,95;32;150285,54;131213,7012;N;SupInc;N
101666;1;5;962,92;200,70;46;44605,88;43758,96757;N;SupCom;N
101667;0;2;3543,46;1075,13;33;35599,46;30224,91271;N;SupCom;N
101668;5;6;2925,92;607,58;53;57541,15;47629,91156;N;Med;N
101669;4;0;2713,97;694,71;35;36575,62;27511,99633;N;SupCom;S
101670;3;5;1545,05;377,21;41;42704,30;40428,88325;N;Med;N
101671;5;5;428,83;336,92;33;13618,86;10659,36079;N;SupInc;N
101672;7;6;9880,52;9552,77;42;70286,64;68755,71476;N;SupCom;S
101673;1;3;638,92;296,19;27;36106,84;31798,4486;N;SupInc;N
101674;8;6;404,98;644,47;64;40936,93;35990,47652;N;Med;N
101675;3;4;3672,89;715,44;45;34083,06;30655,70972;N;SupCom;N
101676;1;1;2010,47;914,47;26;27691,11;24184,40735;N;SupCom;S
101677;7;1;940,29;866,40;40;18320,93;17101,65332;N;SupInc;S
101678;1;1;1109,94;68,40;45;9833,92;7455,729591;N;SupCom;N
101679;10;8;6007,61;3046,72;42;133881,23;126631,9461;N;SupInc;N
101680;10;9;1317,42;2391,68;35;54131,25;38567,99463;N;Med;N
101681;3;10;1884,92;2109,39;36;56876,88;54908,25121;N;Posg;N
101682;5;8;8979,57;2426,81;26;54509,56;52192,24254;N;SupCom;N
101683;11;2;1107,36;988,11;34;38296,70;30901,96161;N;SupInc;N
101684;10;6;4111,89;2121,51;31;51795,27;49202,4956;N;SupCom;N
101685;4;6;13170,98;18238,42;31;73694,95;50870,00713;N;SupInc;S
101686;3;2;1544,54;1153,12;27;32677,17;28925,80937;N;Bas;S
101687;5;1;695,53;78,51;44;19485,57;16979,47961;N;Posg;N
101688;11;8;12279,00;16099,55;26;163755,56;137202,9663;N;SupInc;N
101689;11;16;845,12;280,19;37;39024,02;39014,67662;N;Med;N
101690;5;3;2319,21;2453,96;36;45790,82;37845,20769;N;SupCom;S
101691;7;11;994,61;1627,24;32;115410,25;82715,56739;N;SupCom;N
101692;12;19;3373,00;1370,30;42;79997,32;54243,68265;N;SupCom;N
101693;8;10;4729,12;4098,92;48;78396,41;60756,07645;N;SupInc;N
101694;5;8;1506,02;229,30;44;46630,77;39681,27991;N;SupCom;N
101695;3;6;4593,04;792,83;36;47469,44;36638,6366;N;SupInc;N
101696;2;2;2167,16;1705,60;32;51292,76;49332,83376;N;SupCom;S
101697;0;2;1126,80;333,29;34;40827,44;37081,69538;N;SupInc;N
101698;1;4;3147,12;774,39;32;67120,15;49809,67877;N;SupInc;N
101699;5;3;1794,01;1130,33;43;26380,76;23213,25529;N;SupInc;S
101700;6;3;2672,44;441,98;25;32825,63;28414,69303;N;SupInc;N
101701;5;1;802,97;563,21;37;23236,70;21767,91111;N;SupInc;N
101702;9;17;891,55;577,90;37;54262,44;37962,28235;N;Med;N
101703;15;20;6680,38;3028,87;41;83967,28;73003,03904;N;SupInc;N
101704;4;6;2280,12;1522,51;30;44762,66;37443,25565;N;SupInc;S
101705;25;32;17438,74;8707,41;50;113505,71;110415,4169;N;Bas;N
101706;5;10;5245,87;4902,98;46;81495,96;57890,82305;N;SupInc;S
101707;7;9;4076,51;957,39;45;58995,22;46384,41724;N;Med;N
101708;20;7;11735,07;2135,53;28;129139,01;99024,68385;N;SupInc;N
101709;5;4;1125,51;838,01;35;66782,45;53876,71731;N;Med;N
101710;12;11;15341,22;15199,66;50;167429,98;155249,9108;N;SupInc;S
101711;2;1;1379,68;791,95;30;31736,17;23352,25045;N;Posg;S
101712;21;9;11679,05;1941,67;34;30244,79;22222,5158;N;Med;N
101713;2;0;737,45;282,28;20;29134,72;25869,0382;N;SupCom;S
101714;6;4;7117,77;6063,24;22;103465,60;73627,23468;N;Med;N
101715;6;6;1966,96;1506,30;30;44531,01;31443,90225;N;SupCom;N
101716;11;6;4127,29;559,51;24;44765,23;44089,5726;N;SupInc;N
101717;3;18;5509,44;2564,79;36;72532,07;60522,74855;N;SupCom;N
101718;1;3;3487,53;163,52;42;34888,91;33628,55981;N;SupInc;N
101719;6;7;1123,88;592,48;52;54335,91;45655,99001;N;Med;N
101720;4;3;1064,38;625,12;21;53357,43;43602,61144;N;SupInc;N
101721;2;3;2572,43;1776,20;30;87135,25;64489,81036;N;SupInc;N
101722;11;22;3358,85;2000,55;50;103005,24;93321,57851;N;SupInc;N
101723;9;9;16593,57;6584,19;50;53980,44;50542,73188;N;Med;S
101724;0;0;188,94;233,63;18;13107,51;8805,93145;N;SupCom;S
101725;13;27;6880,00;1954,85;45;77099,46;51568,96904;N;SupInc;N
101726;10;6;1064,88;866,40;32;59288,50;54253,31814;N;SupCom;N
101727;5;1;1195,50;716,58;25;21409,36;16731,65005;N;SupInc;S
101728;1;3;2099,12;837,63;30;28929,38;19398,95965;N;SupCom;N
101729;8;4;388,72;316,99;24;23258,49;18967,98152;N;SupInc;N
101730;42;22;3933,37;2642,15;42;63959,77;52623,08539;N;SupInc;N
101731;2;5;1680,81;509,06;46;41537,69;35644,32356;N;SupInc;N
101732;1;4;2949,27;1579,40;28;69451,99;50216,46961;N;SupCom;S
101733;9;6;7619,41;6695,73;44;53720,13;40286,78009;N;SupInc;S
101734;6;9;2916,10;2545,30;35;42875,32;40828,09434;N;SupCom;N
101735;4;7;7500,98;1536,21;25;24900,80;22593,32439;N;Med;N
101736;4;9;6171,50;1431,14;27;112436,88;80969,80226;N;SupInc;N
101737;6;7;8742,07;6634,68;41;80806,74;58834,81878;N;SupInc;S
101738;1;2;5116,60;567,96;24;25192,41;20656,73703;N;Bas;N
101739;1;1;1398,03;601,11;40;46400,86;41798,55942;N;SupInc;N
101740;21;10;1018,48;944,10;38;88831,47;66239,16892;N;SupCom;N
101741;3;2;350,51;424,68;33;44796,30;37764,366;N;SupCom;N
101742;18;37;12451,19;4530,43;55;199079,92;171395,0134;N;SupInc;N
101743;2;1;381,64;353,58;27;24970,81;16704,48246;N;SupCom;S
101744;4;1;502,77;395,14;23;48031,31;41715,14451;N;SupInc;N
101745;2;1;2236,88;448,03;28;20841,53;17268,1761;N;Med;S
101746;0;0;1342,69;309,41;26;24846,60;20745,99825;N;Med;N
101747;12;7;2187,45;1219,86;50;18744,11;17194,72199;N;SupInc;N
101748;5;5;8390,29;2118,99;42;53878,37;46284,93299;N;SupInc;S
101749;7;7;2715,16;2322,86;45;53035,58;40934,37756;N;SupInc;N
101750;3;7;3961,84;1315,24;54;108433,24;72479,74372;N;SupInc;N
101751;25;14;1339,74;1984,71;32;58445,53;44272,2568;N;Posg;N
101752;3;4;1797,37;2415,26;55;45816,24;39747,84563;N;SupInc;N
101753;6;8;3832,97;1555,81;57;35989,80;30832,17634;N;Med;N
101754;2;4;463,27;152,81;44;34527,85;28603,46244;N;SupInc;N
101755;16;9;3325,72;3114,85;45;123895,87;117517,2614;N;Med;N
101756;3;6;2042,44;305,39;36;109698,64;91940,85712;N;Med;N
101757;25;12;4950,44;1742,89;49;124087,64;107314,3519;N;Posg;N
101758;6;14;2088,80;1648,02;50;84694,12;68634,74296;N;Med;N
101759;3;8;2466,98;1012,82;49;66767,28;59147,25288;N;SupInc;N
101760;8;3;2109,69;1229,35;21;28433,03;22258,46296;N;Posg;N
101761;26;8;6015,61;1162,78;26;99853,38;97168,18271;N;SupCom;N
101762;24;10;5169,00;753,02;56;105126,07;78483,30073;N;SupInc;N
101763;6;4;1988,76;882,20;31;60581,03;48027,35533;N;Bas;N
101764;5;0;1356,13;668,37;31;17089,52;15119,76895;N;SupCom;S
101765;5;9;1760,35;258,29;48;63007,42;54728,69131;N;SupInc;N
101766;1;5;7726,00;6038,61;27;106049,45;96956,32682;N;SupCom;S
101767;5;5;566,64;96,46;39;18409,37;13109,18817;N;SupInc;N
101768;6;2;1326,50;741,44;29;25995,74;22503,15439;N;SupCom;S
101769;5;2;7194,21;3051,42;21;74201,09;57987,31002;N;SupCom;N
101770;3;4;4032,42;650,87;45;33834,81;33349,77132;N;SupCom;N
101771;3;2;862,60;821,53;43;23429,36;21280,09919;N;SupInc;N
101772;10;7;909,49;698,14;49;19687,37;19455,43637;N;SupInc;N
101773;8;23;55447,57;21337,53;41;212166,31;186307,6444;N;SupCom;N
101774;2;5;2736,69;770,46;23;42634,27;41794,61444;N;SupCom;N
101775;2;0;1782,03;573,29;29;15674,89;12395,13616;N;SupCom;S
101776;6;3;1641,25;1430,37;37;43044,80;30209,08708;N;SupInc;S
101777;9;21;6128,88;2159,52;39;109343,32;83777,65275;N;Med;N
101778;12;8;4254,00;2831,70;38;48515,30;47123,09647;N;SupCom;N
101779;5;10;3167,26;1127,63;49;29543,92;26693,22568;N;SupInc;N
101780;4;15;7964,63;3173,69;40;61220,03;51299,32942;N;Med;N
101781;1;2;367,84;113,02;48;25379,71;20395,69759;N;SupCom;N
101782;13;12;8785,50;8575,58;56;73443,33;64943,9106;N;SupInc;S
101783;3;3;3571,25;2346,05;29;87919,57;71289,09353;N;SupCom;N
101784;1;3;398,71;554,34;28;40556,30;36762,20188;N;Bas;N
101785;15;1;828,58;628,77;58;43916,83;37911,0924;N;Bas;N
101786;3;7;5459,31;1781,00;25;104819,02;83108,78388;N;SupCom;N
101787;7;4;969,94;512,00;45;37883,53;36295,07074;N;SupInc;N
101788;6;7;2789,49;443,80;26;30163,80;28378,44091;N;SupCom;N
101789;3;6;6638,03;1198,20;38;95012,11;89644,49134;N;Posg;N
101790;1;0;542,39;273,66;23;18982,59;13051,81104;N;SupCom;S
101791;8;5;15857,79;8223,81;45;113564,47;76815,10184;N;Posg;S
101792;4;2;247,27;178,76;40;19050,45;12863,86444;N;SupCom;N
101793;1;4;6146,93;773,83;22;117680,75;101032,41;N;Med;N
101794;1;1;1788,21;195,23;48;28155,66;19707,94808;N;Med;N
101795;4;2;1351,35;1008,10;29;23446,53;16902,5512;N;SupInc;S
101796;5;12;1198,47;3465,30;49;89947,39;61552,24371;N;SupInc;N
101797;2;2;688,96;128,24;26;42075,76;30158,84802;N;SupCom;N
101798;7;7;4337,22;1657,74;25;101229,62;78508,34677;N;SupInc;N
101799;1;0;528,80;40,67;45;20548,89;18943,19994;N;SupCom;N
101800;3;1;897,90;1267,72;30;26867,74;23136,4004;N;SupInc;S
101801;0;3;604,72;164,31;25;12831,27;8579,925248;N;Med;N
101802;14;19;7898,06;3611,22;41;76799,22;72422,55655;N;Bas;N
101803;8;13;3360,83;1261,44;39;134471,93;106670,8845;N;Bas;N
101804;6;4;375,34;72,40;41;10722,91;10175,02297;N;Med;N
101805;1;2;4059,20;748,50;33;51375,84;36457,62118;N;SupInc;N
101806;6;5;3637,86;1249,10;34;58625,80;47876,56279;N;SupInc;N
101807;0;1;275,43;23,73;39;8659,86;8224,929223;N;SupInc;N
101808;5;10;2662,91;665,63;29;52865,24;42754,33875;N;Med;N
101809;6;12;2012,65;2027,93;32;75989,63;57111,07501;N;Med;N
101810;14;18;30015,51;3178,35;36;124362,33;90029,46202;N;SupInc;N
101811;8;8;1379,14;867,18;47;28529,58;27057,43136;N;SupCom;N
101812;13;37;12763,15;3143,75;56;108504,30;98262,63887;N;SupCom;N
101813;8;8;2223,23;1607,53;31;75911,99;53376,41004;N;Med;N
101814;16;14;4633,35;1729,84;54;54472,36;42616,91565;N;Med;N
101815;4;4;1848,98;519,51;38;28039,28;24907,30329;N;SupInc;N
101816;1;1;741,39;571,79;20;30944,14;22937,23052;N;Bas;N
101817;24;28;6466,86;1000,10;46;60135,40;58249,42428;N;SupInc;N
101818;4;3;3093,10;1694,51;57;57431,54;41863,30977;N;SupCom;N
101819;12;17;1780,58;552,89;68;51554,05;45996,37804;N;Med;N
101820;3;3;12303,39;3511,69;30;67845,86;58574,19291;N;SupCom;S
101821;6;8;515,37;1020,91;35;50867,21;49552,46453;N;SupInc;N
101822;5;5;4070,28;998,81;46;26735,04;26450,38298;N;Bas;N
101823;5;20;6874,00;326,68;47;30962,74;25972,00054;N;Med;N
101824;7;6;5630,69;11313,80;45;76361,98;51595,13928;N;SupCom;S
101825;21;34;14545,88;8172,64;52;117501,81;102925,3393;N;Bas;N
101826;3;9;2284,95;458,83;48;28680,46;26012,23398;N;Bas;N
101827;1;5;601,49;281,05;55;9549,52;8603,30411;N;SupCom;N
101828;3;5;2585,45;1560,67;36;25720,34;18012,94541;N;SupCom;S
101829;5;10;653,08;318,50;28;61705,95;45034,32514;N;SupInc;N
101830;4;2;1548,19;391,92;40;30338,82;28134,86894;N;Med;N
101831;16;25;16276,27;5458,63;43;84122,65;68969,86975;N;Med;N
101832;1;2;6894,44;2083,80;26;50404,27;36747,9299;N;Med;S
101833;9;17;4274,04;1646,05;35;61883,76;58025,5945;N;Med;N
101834;0;2;1436,79;467,02;24;42918,81;33425,13267;N;Bas;N
101835;6;4;1263,96;217,16;39;64988,58;55480,13395;N;SupInc;N
101836;4;4;1169,45;551,97;30;50028,64;33719,22988;N;SupInc;N
101837;1;3;629,33;468,78;31;81349,71;61733,70967;N;Med;N
101838;4;5;1950,09;900,66;43;36738,41;34508,56689;N;SupCom;N
101839;6;5;1821,13;1792,89;24;34308,36;29370,41198;N;Med;N
101840;13;12;5286,19;2637,46;30;35475,43;30533,7738;N;SupInc;N
101841;5;4;5554,69;2686,40;51;90914,27;69934,17333;N;Med;N
101842;6;9;10465,13;1029,51;58;81166,02;78570,38141;N;SupCom;N
101843;2;1;3126,15;1769,29;29;63510,04;52468,59099;N;SupCom;S
101844;16;16;22724,31;7959,17;34;424927,85;374085,546;N;SupInc;N
101845;6;2;1086,67;128,03;39;35445,28;29351,4017;N;SupCom;N
101846;6;10;8306,02;3653,96;40;123105,27;100266,357;N;Posg;S
101847;0;0;168,39;128,74;22;13077,87;11085,49134;N;SupInc;N
101848;4;10;3553,85;592,07;46;61702,50;51303,59997;N;Med;N
101849;16;8;11681,34;7340,34;43;88721,95;79255,92625;N;SupInc;N
101850;2;8;3647,58;665,95;36;58059,24;56943,12264;N;SupCom;S
101851;1;1;2242,96;537,70;29;27200,69;22202,37331;N;Med;S
101852;12;20;5444,60;1069,69;38;159084,32;139554,6787;N;SupCom;N
101853;4;6;8925,78;5088,03;30;103065,15;69906,12248;N;Bas;N
101854;3;13;2087,63;3375,19;55;70706,87;69202,96462;N;SupInc;N
101855;1;9;2960,84;182,88;45;73244,33;63236,99027;N;SupCom;N
101856;5;1;1485,39;954,76;21;32019,34;30137,87884;N;SupInc;N
101857;2;9;4317,18;1089,87;38;98936,26;91265,94756;N;Posg;N
101858;2;0;155,09;44,22;33;4406,40;4154,994987;N;Med;N
101859;2;3;784,20;884,48;38;36868,14;25318,37326;N;SupCom;N
101860;1;2;1934,39;798,85;27;30742,88;21968,78011;N;SupCom;S
101861;8;7;2229,79;1291,26;46;91774,13;79130,01144;N;SupInc;N
101862;6;1;148,79;124,56;38;24221,94;17823,41776;N;Med;N
101863;5;6;1975,63;903,11;29;68605,98;49673,51766;N;SupInc;N
101864;12;8;2679,68;1214,71;34;46528,28;43808,71158;N;SupInc;N
101865;1;1;621,03;597,29;34;28447,43;27897,44462;N;SupCom;N
101866;3;2;1168,23;569,09;48;33909,62;32591,82211;N;SupInc;N
101867;15;9;2278,66;1189,43;48;53000,97;46622,24053;N;Bas;N
101868;4;2;1452,64;645,00;55;39012,79;33230,28997;N;SupCom;N
101869;10;8;3142,01;1436,27;26;45161,22;30385,47779;N;Med;N
101870;14;12;1893,03;1053,07;48;42369,27;35707,22609;N;SupInc;N
101871;8;2;1952,81;1680,11;34;24215,09;22029,51828;N;SupCom;S
101872;0;0;706,97;676,91;42;21814,48;18350,55045;N;Med;N
101873;13;15;4676,58;485,43;48;53031,93;47400,92425;N;Posg;N
101874;1;3;1212,09;336,45;36;45217,00;31025,54351;N;Med;N
